Austria,"Natural capital, subsoil assets, minerals: phosphate",,,,,
Austria,"Natural capital, subsoil assets, minerals: silver",0.0,,,,
Austria,"Natural capital, subsoil assets, minerals: tin",,,,,
Austria,"Natural capital, subsoil assets, minerals: zinc",,,,,
Austria,"Natural capital, subsoil assets: coal",70924616.8,16799503.5,66531044.5,0.0,0.0
Austria,"Natural capital, subsoil assets: gas",584270419.1,568592395.6,955774256.1,1213021970.8,1092121070.0
Austria,"Natural capital, subsoil assets: minerals",0.0,0.0,363251820.4,4154294363.3,5217652899.4
Austria,"Natural capital, subsoil assets: oil",843872542.4,961319690.9,1477472968.7,1962811587.6,2293401528.1
Austria,Net foreign assets,-47964916317.1,-75535004027.0,-85218181103.4,-35641375552.8,-2041261601.0
Austria,Net foreign assets per capita,-6034.6,-9428.2,-10357.3,-4261.6,-239.0
Austria,Produced capital,1366526558189.9,1601477819206.7,1748909923504.0,2034088638690.7,2192997072325.3
Austria,Produced capital per capita,171927.4,199895.7,212560.3,243213.0,256743.9
Austria,Total wealth,4222675807495.2,4493441425726.4,4686976467813.1,5381629384263.2,5933116265010.1
Austria,Total wealth per capita,531269.3,560869.3,569649.2,643473.6,694616.2
Azerbaijan,Human capital,42963098309.4,48454615103.2,77531892993.3,110465157127.3,114046357780.8
Azerbaijan,Human capital per capita,5590.5,6020.3,9239.0,12200.3,11960.7
Azerbaijan,Natural capital,77235196812.6,67561223638.5,212139464863.6,371400369769.4,437994999863.0
Azerbaijan,Natural capital per capita,10050.1,8394.2,25279.2,41019.1,45935.1
Azerbaijan,"Natural capital per capita, agricultural land",4198.1,3915.3,5287.3,7359.0,7933.8
Azerbaijan,"Natural capital per capita, agricultural land: cropland",2739.9,1566.6,2585.5,3864.9,3628.6
Azerbaijan,"Natural capital per capita, agricultural land: pastureland",1458.2,2348.7,2701.8,3494.2,4305.2
Azerbaijan,"Natural capital per capita, forests",146.0,140.7,136.2,143.5,158.1
Azerbaijan,"Natural capital per capita, forests: nontimber",143.8,138.9,134.1,142.8,149.7
Azerbaijan,"Natural capital per capita, forests: timber",2.2,1.8,2.1,0.7,8.4
Azerbaijan,"Natural capital per capita, protected areas",270.7,363.9,722.5,1265.6,1905.1
Azerbaijan,"Natural capital per capita, subsoil assets",5435.2,3974.2,19133.2,32250.9,35938.1
Azerbaijan,"Natural capital per capita, subsoil assets, minerals: bauxite",,,,,
Azerbaijan,"Natural capital per capita, subsoil assets, minerals: copper",,,,3.3,6.7
Azerbaijan,"Natural capital per capita, subsoil assets, minerals: gold",,,,62.8,78.9
Azerbaijan,"Natural capital per capita, subsoil assets, minerals: iron ore",,,0.9,10.3,41.2
Azerbaijan,"Natural capital per capita, subsoil assets, minerals: lead",,,,,
Azerbaijan,"Natural capital per capita, subsoil assets, minerals: nickel",,,,,
Azerbaijan,"Natural capital per capita, subsoil assets, minerals: phosphate",,,,,
Azerbaijan,"Natural capital per capita, subsoil assets, minerals: silver",,,,0.0,0.1
Azerbaijan,"Natural capital per capita, subsoil assets, minerals: tin",,,,,
Azerbaijan,"Natural capital per capita, subsoil assets, minerals: zinc",,,,,
Azerbaijan,"Natural capital per capita, subsoil assets: coal",0.0,0.0,0.0,0.0,0.0
Azerbaijan,"Natural capital per capita, subsoil assets: gas",2130.1,1186.8,2100.5,3936.4,4572.8
Azerbaijan,"Natural capital per capita, subsoil assets: minerals",0.0,0.0,0.9,76.4,126.9
Azerbaijan,"Natural capital per capita, subsoil assets: oil",3305.1,2787.4,17031.8,28238.2,31238.4
Azerbaijan,"Natural capital, agricultural land",32262663365.6,31512574405.1,44370293246.3,66631253073.5,75649402572.9
Azerbaijan,"Natural capital, agricultural land: cropland",21056190084.5,12608717687.5,21697188651.3,34993669522.5,34599148517.5
Azerbaijan,"Natural capital, agricultural land: pastureland",11206473281.1,18903856717.5,22673104595.0,31637583551.0,41050254055.4
Azerbaijan,"Natural capital, forests",1122244194.3,1132473313.8,1143137187.1,1299706742.2,1507859615.3
Azerbaijan,"Natural capital, forests: nontimber",1105367823.3,1118194091.8,1125120276.8,1293272657.5,1427794562.0
Azerbaijan,"Natural capital, forests: timber",16876371.0,14279222.0,18016910.2,6434084.7,80065053.3
Azerbaijan,"Natural capital, protected areas",2080698603.4,2929087530.5,6063453977.1,11459100302.6,18164892513.1
Azerbaijan,"Natural capital, subsoil assets",41769590649.3,31987088389.2,160562580453.1,292010309651.0,342672845161.8
Azerbaijan,"Natural capital, subsoil assets, minerals: bauxite",,,,,
Azerbaijan,"Natural capital, subsoil assets, minerals: copper",,,,29445534.1,64196297.3
Azerbaijan,"Natural capital, subsoil assets, minerals: gold",,,,568488813.9,752209426.1
